,Unnamed: 0,block_num,id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree,compas_decile_score,two_year_recid,c_charge_desc,mturk_charge_name,full_charge_description
168,169,4,10709,Caucasian,Male,74,0,0,0,219,misdemeanor,1,0,Lve/Scen/Acc/Veh/Prop/Damage,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
169,170,4,3315,Caucasian,Male,62,0,0,0,31,misdemeanor,1,0,Assault,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
170,171,4,6386,Hispanic,Male,28,0,0,2,204,felony,3,1,Kidnapping / Domestic Violence,Kidnapping,"When a person forcibly, secretly, or by threat confines, abducts, or imprisons another person against their will, without lawful authority"
171,172,4,6546,Hispanic,Male,28,0,0,2,190,felony,8,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
172,173,4,5830,Caucasian,Male,25,0,0,2,55,felony,4,0,Burglary Conveyance Armed,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
173,174,4,3848,African American,Male,26,0,0,5,11,felony,8,1,Aggrav Child Abuse-Agg Battery,Child Abuse,Intentional infliction of physical or mental injury upon a child
174,175,4,9242,Caucasian,Male,38,0,0,0,297,felony,1,0,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
175,176,4,4290,African American,Male,29,0,0,1,374,misdemeanor,1,0,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
176,177,4,685,African American,Female,46,0,0,2,190,felony,10,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
177,178,4,7517,African American,Female,41,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
178,179,4,7437,Caucasian,Female,29,0,0,20,129,felony,10,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
179,180,4,10137,African American,Male,32,0,0,0,21,felony,7,0,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
180,181,4,9586,African American,Female,22,0,0,0,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
181,182,4,9467,African American,Male,22,0,0,0,280,felony,7,1,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
182,183,4,9336,African American,Male,26,0,0,5,129,felony,4,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
183,184,4,8532,African American,Male,30,0,0,1,15,felony,2,0,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
184,185,4,2228,African American,Male,19,0,2,3,190,felony,4,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
185,186,4,10591,Caucasian,Male,40,0,0,4,190,felony,5,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
186,187,4,5985,Caucasian,Male,65,0,0,0,134,misdemeanor,1,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
187,188,4,9328,Hispanic,Female,41,0,0,0,190,felony,1,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
188,189,4,1166,African American,Male,27,0,0,4,246,felony,9,1,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
189,190,4,7830,African American,Female,31,0,0,2,21,felony,5,1,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
190,191,4,6171,African American,Female,45,0,0,1,129,felony,1,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
191,192,4,10150,African American,Male,28,0,0,3,242,misdemeanor,2,1,Petit Theft,Theft,The taking of another person's property worth less than $300
192,193,4,4117,Caucasian,Female,48,0,0,1,133,misdemeanor,1,0,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
193,194,4,42,African American,Male,32,0,0,4,36,felony,8,1,Att Tamper w/Physical Evidence,Tampering with Physical Evidence,
194,195,4,9686,African American,Male,24,0,0,0,280,felony,4,0,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
195,196,4,10700,African American,Male,36,1,2,14,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
196,197,4,9399,Hispanic,Male,43,0,0,3,45,misdemeanor,3,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
197,198,4,9820,African American,Male,29,0,0,2,242,misdemeanor,4,0,Petit Theft,Theft,The taking of another person's property worth less than $300
198,199,4,9609,Hispanic,Female,32,0,0,8,326,misdemeanor,5,1,Prostitution/Lewd Act Assignation,Prostitution,Engaging in sex for money
199,200,4,7199,African American,Male,28,0,0,1,186,felony,6,0,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
200,201,5,10319,African American,Male,43,0,0,3,172,felony,1,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
201,202,5,2901,African American,Male,26,0,0,6,303,felony,9,1,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
202,203,5,5307,African American,Male,36,0,0,4,306,felony,4,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
203,204,5,2006,African American,Male,22,0,0,0,252,felony,8,1,Poss Cocaine/Intent To Del/Sel,Possession of Cocaine,Possession of cocaine
204,205,5,115,African American,Female,26,0,0,1,252,felony,4,1,Poss Cocaine/Intent To Del/Sel,Possession of Cocaine,Possession of cocaine
205,206,5,1044,African American,Male,36,0,1,4,45,misdemeanor,5,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
206,207,5,7602,African American,Male,31,0,0,11,186,felony,7,1,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
207,208,5,2737,African American,Male,26,0,0,9,126,felony,8,1,Drivg While Lic Suspd/Revk/Can,Driving with a Suspended License,Driving with a license that has been suspended
208,209,5,2020,Hispanic,Male,28,0,0,11,45,misdemeanor,7,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
209,210,5,4996,Caucasian,Male,27,0,0,1,100,felony,1,0,Dealing in Stolen Property,Dealing Controlled Substances,Possessing a criminalized narcotic or pharmacological drug with the intent to sell or deliver
210,211,5,1130,Caucasian,Male,30,0,0,22,306,felony,5,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
211,212,5,2195,African American,Male,25,0,0,8,190,felony,6,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
212,213,5,3309,Caucasian,Male,26,0,0,5,382,felony,5,1,Threat Public Servant,Threat Against Public Servant,"An intentional and unlawful threat against an emergency medical care provider, firefighter, or law enforcement officer, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
213,214,5,4342,African American,Male,23,0,0,2,280,felony,8,1,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
214,215,5,7457,African American,Male,26,0,0,5,61,felony,7,1,Burglary Dwelling Occupied,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
215,216,5,3863,Caucasian,Male,26,0,0,0,93,misdemeanor,2,0,Criminal Mischief Damage <$200,Criminal Damage of less than $1000,"When a person willfully and maliciously damages another person's property - with damage less than $1,000"
216,217,5,5882,African American,Male,44,0,0,0,317,felony,2,1,Possession Of Methamphetamine,Possession of Meth,Possession of Meth
217,218,5,5543,Caucasian,Male,45,0,0,3,45,misdemeanor,3,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
218,219,5,6129,African American,Male,28,0,0,1,56,felony,1,0,Burglary Conveyance Assault/Bat,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
219,220,5,7636,African American,Female,38,0,0,0,151,misdemeanor,2,0,Fail To Obey Police Officer,Failure to Obey Police Officer,Failure to obey the orders of a police officer
220,221,5,3145,African American,Male,30,0,1,7,285,felony,5,1,Possess Countrfeit Credit Card,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
221,222,5,2156,Caucasian,Male,45,0,0,1,342,felony,5,1,Robbery / No Weapon,Robbery,"When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
222,223,5,7258,African American,Male,26,0,0,8,85,felony,7,1,Corrupt Public Servant,Threatening a Public Servant,
223,224,5,7003,African American,Male,61,0,0,20,374,misdemeanor,2,1,Susp Drivers Lic 1st Offense,Driving with a Suspended License,Driving with a license that has been suspended
224,225,5,10327,Caucasian,Male,23,0,0,0,45,misdemeanor,5,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
225,226,5,7958,Caucasian,Male,58,0,0,5,283,misdemeanor,2,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
226,227,5,6096,African American,Male,20,0,0,1,21,misdemeanor,9,1,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
227,228,5,10401,Caucasian,Female,47,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
228,229,5,6586,Caucasian,Female,53,0,0,6,306,felony,5,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
229,230,5,9357,African American,Male,36,0,0,6,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
230,231,5,6170,African American,Male,29,0,1,8,45,misdemeanor,9,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
231,232,5,1160,African American,Female,23,0,0,0,10,felony,7,0,Aggrav Battery w/Deadly Weapon,Battery with a Deadly Weapon,Intentionally causing bodily harm to another person with a deadly weapon
232,233,5,6377,Caucasian,Male,27,0,0,2,278,felony,7,1,Poss/Sell/Del/Man Amobarbital,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
233,234,5,2533,Caucasian,Male,19,0,0,0,45,misdemeanor,6,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
234,235,5,9617,African American,Male,27,0,0,4,268,felony,4,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
235,236,5,5433,African American,Female,20,0,0,1,175,felony,8,1,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
236,237,5,9833,Caucasian,Male,67,0,0,0,97,felony,1,0,Cruelty Toward Child,Child Abuse,Intentional infliction of physical or mental injury upon a child
237,238,5,4122,Caucasian,Female,25,0,0,0,1,felony,6,0,Abuse Without Great Harm,Abuse,The intentional infliction of physical or psychological injury
238,239,5,2586,Caucasian,Male,40,0,0,1,42,felony,1,0,Attempted Robbery  No Weapon,Robbery,"When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
239,240,5,1870,African American,Male,20,0,0,0,71,felony,3,0,Carrying Concealed Firearm,Carrying a Concealed Weapon,"When a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person"
240,241,5,2502,Hispanic,Male,45,0,0,0,186,felony,1,0,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
241,242,5,4724,African American,Female,64,0,0,1,337,misdemeanor,1,1,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
242,243,5,2790,Caucasian,Male,43,0,0,0,134,misdemeanor,4,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
243,244,5,3602,African American,Male,35,0,0,10,426,misdemeanor,8,1,Viol Prot Injunc Repeat Viol,Restraining Order Violation,Violating the terms of a restraining order
244,245,5,10706,African American,Male,42,0,0,0,283,misdemeanor,7,0,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
245,246,5,6251,African American,Male,33,0,0,5,172,felony,4,0,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
246,247,5,1059,African American,Male,24,0,0,1,45,misdemeanor,6,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
